rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
315,map,yukina-ua-kryvyi-rih,Кривий Ріг / Kryvyi Rih,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,64,64,60,60,snapshot_2026_09_26.json,snapshot_2026_08_27.json
316,map,erbil,Erbil,pierreggt,pierreggt,https://github.com/pierreggt,4,4,20,20,16,16,snapshot_2026_09_26.json,snapshot_2026_08_27.json
317,map,caen,Caen,pierreggt,pierreggt,https://github.com/pierreggt,4,4,19,19,15,15,snapshot_2026_09_26.json,snapshot_2026_08_27.json
318,map,mosul,Mosul,pierreggt,pierreggt,https://github.com/pierreggt,4,4,19,19,15,15,snapshot_2026_09_26.json,snapshot_2026_08_27.json
319,map,orleans,Orléans,pierreggt,pierreggt,https://github.com/pierreggt,4,4,19,19,15,15,snapshot_2026_09_26.json,snapshot_2026_08_27.json
320,map,pau,Pau,pierreggt,pierreggt,https://github.com/pierreggt,4,4,18,18,14,14,snapshot_2026_09_26.json,snapshot_2026_08_27.json
321,map,reims,Reims,pierreggt,pierreggt,https://github.com/pierreggt,4,4,18,18,14,14,snapshot_2026_09_26.json,snapshot_2026_08_27.json
322,map,guyane,Guyane,pierreggt,pierreggt,https://github.com/pierreggt,4,4,17,17,13,13,snapshot_2026_09_26.json,snapshot_2026_08_27.json
323,map,la-rochelle,La Rochelle,pierreggt,pierreggt,https://github.com/pierreggt,4,4,17,17,13,13,snapshot_2026_09_26.json,snapshot_2026_08_27.json
324,map,los-angeles-county,Los Angeles County,rslurry,slurry,https://github.com/rslurry,3,3,1433,1433,1430,1430,snapshot_2026_09_26.json,snapshot_2026_08_27.json
325,map,greatertwincities,Greater Twin Cities,DanielD1909,DanielD1909,https://github.com/DanielD1909,3,3,488,488,485,485,snapshot_2026_09_26.json,snapshot_2026_08_27.json
326,map,busan-3,Busan (30km×30km),kimth9,kimth9,https://github.com/kimth9,3,3,485,485,482,482,snapshot_2026_09_26.json,snapshot_2026_08_27.json
327,map,bangkok,Bangkok,nzh0172,naz,https://github.com/nzh0172,3,3,381,381,378,378,snapshot_2026_09_26.json,snapshot_2026_08_27.json
328,map,san-juan,San Juan,rslurry,slurry,https://github.com/rslurry,3,3,313,313,310,310,snapshot_2026_09_26.json,snapshot_2026_08_27.json
329,map,jacksonville,Jacksonville,rslurry,slurry,https://github.com/rslurry,3,3,272,272,269,269,snapshot_2026_09_26.json,snapshot_2026_08_27.json
330,map,puebla,Puebla,rslurry,slurry,https://github.com/rslurry,3,3,262,262,259,259,snapshot_2026_09_26.json,snapshot_2026_08_27.json
331,map,memphis,Memphis,rslurry,slurry,https://github.com/rslurry,3,3,250,250,247,247,snapshot_2026_09_26.json,snapshot_2026_08_27.json
332,map,ciudad-juarez-el-paso,Ciudad Juárez-El Paso,rslurry,slurry,https://github.com/rslurry,3,3,240,240,237,237,snapshot_2026_09_26.json,snapshot_2026_08_27.json
333,map,yukina-tottori,鳥取 (Tottori),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,220,220,217,217,snapshot_2026_09_26.json,snapshot_2026_08_27.json
334,map,bologna,Bologna,Maximilian284,max02,https://github.com/Maximilian284,3,3,213,213,210,210,snapshot_2026_09_26.json,snapshot_2026_08_27.json
335,mod,tathan-casino,TATHAN Casino,TathanDev,TathanDev,https://github.com/TathanDev,3,3,212,212,209,209,snapshot_2026_09_26.json,snapshot_2026_08_27.json
336,map,catania,Catania,Maximilian284,max02,https://github.com/Maximilian284,3,3,173,173,170,170,snapshot_2026_09_26.json,snapshot_2026_08_27.json
337,map,saltillo,Saltillo,rslurry,slurry,https://github.com/rslurry,3,3,163,163,160,160,snapshot_2026_09_26.json,snapshot_2026_08_27.json
338,map,yukina-ee-ida-viru,Ida-Viru,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,135,135,132,132,snapshot_2026_09_26.json,snapshot_2026_08_27.json
339,map,yukina-pl-olsztyn,Olsztyn,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,121,121,118,118,snapshot_2026_09_26.json,snapshot_2026_08_27.json
340,map,pianura-emiliana,Pianura Emiliana,Maximilian284,max02,https://github.com/Maximilian284,3,3,111,111,108,108,snapshot_2026_09_26.json,snapshot_2026_08_27.json
341,map,yukina-pl-radom,Radom,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,106,106,103,103,snapshot_2026_09_26.json,snapshot_2026_08_27.json
342,map,yukina-pl-plock-wloclawek,Płock - Włocławek,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,85,85,82,82,snapshot_2026_09_26.json,snapshot_2026_08_27.json
343,map,yukina-utsunomiya,宇都宮 (Utsunomiya),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,78,78,75,75,snapshot_2026_09_26.json,snapshot_2026_08_27.json
344,map,yukina-nagano,長野 (Nagano),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,77,77,74,74,snapshot_2026_09_26.json,snapshot_2026_08_27.json
345,map,yukina-matsumoto,松本 (Matsumoto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,70,70,67,67,snapshot_2026_09_26.json,snapshot_2026_08_27.json
346,map,yukina-tokushima,徳島 (Tokushima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,70,70,67,67,snapshot_2026_09_26.json,snapshot_2026_08_27.json
347,map,yukina-fukuyama,福山 (Fukuyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,68,68,65,65,snapshot_2026_09_26.json,snapshot_2026_08_27.json
348,map,yukina-yamaguchi,山口 (Yamaguchi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,67,67,64,64,snapshot_2026_09_26.json,snapshot_2026_08_27.json
349,map,yukina-hachinohe,八戸 (Hachinohe),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,66,66,63,63,snapshot_2026_09_26.json,snapshot_2026_08_27.json
350,map,yukina-ua-zaporizhzhia,Запоріжжя / Zaporizhzhia,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,57,57,54,54,snapshot_2026_09_26.json,snapshot_2026_08_27.json
351,map,angers,Angers,pierreggt,pierreggt,https://github.com/pierreggt,3,3,23,23,20,20,snapshot_2026_09_26.json,snapshot_2026_08_27.json
352,map,calais-dunkerque,Calais - Dunkerque,pierreggt,pierreggt,https://github.com/pierreggt,3,3,18,18,15,15,snapshot_2026_09_26.json,snapshot_2026_08_27.json
353,map,tours,Tours,pierreggt,pierreggt,https://github.com/pierreggt,3,3,18,18,15,15,snapshot_2026_09_26.json,snapshot_2026_08_27.json
354,map,amiens,Amiens,pierreggt,pierreggt,https://github.com/pierreggt,3,3,17,17,14,14,snapshot_2026_09_26.json,snapshot_2026_08_27.json
355,map,besancon,Besançon,pierreggt,pierreggt,https://github.com/pierreggt,3,3,17,17,14,14,snapshot_2026_09_26.json,snapshot_2026_08_27.json
356,map,limoges,Limoges,pierreggt,pierreggt,https://github.com/pierreggt,3,3,17,17,14,14,snapshot_2026_09_26.json,snapshot_2026_08_27.json
357,map,troyes,Troyes,pierreggt,pierreggt,https://github.com/pierreggt,3,3,14,14,11,11,snapshot_2026_09_26.json,snapshot_2026_08_27.json
358,map,bucharest-medium,Bucharest,metatablestudios,metatablestudios,https://github.com/metatablestudios,2,2,313,313,311,311,snapshot_2026_09_26.json,snapshot_2026_08_27.json
359,map,orange-county,Orange County,rslurry,slurry,https://github.com/rslurry,2,2,222,222,220,220,snapshot_2026_09_26.json,snapshot_2026_08_27.json
360,map,yukina-pl-rzeszow,Rzeszów,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,159,159,157,157,snapshot_2026_09_26.json,snapshot_2026_08_27.json
361,map,yukina-pl-kielce,Kielce,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,149,149,147,147,snapshot_2026_09_26.json,snapshot_2026_08_27.json
362,map,yukina-pl-czestochowa,Częstochowa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,105,105,103,103,snapshot_2026_09_26.json,snapshot_2026_08_27.json
363,map,riviera-romagnola,Riviera Romagnola,Maximilian284,max02,https://github.com/Maximilian284,2,2,100,100,98,98,snapshot_2026_09_26.json,snapshot_2026_08_27.json
364,map,kristiansand-no,Kristiansand,rslurry,slurry,https://github.com/rslurry,2,2,80,80,78,78,snapshot_2026_09_26.json,snapshot_2026_08_27.json
365,map,yukina-mito-hitachi,水戸・日立 (Mito & Hitachi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,68,68,66,66,snapshot_2026_09_26.json,snapshot_2026_08_27.json
366,map,yukina-wakayama,和歌山 (Wakayama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,68,68,66,66,snapshot_2026_09_26.json,snapshot_2026_08_27.json
367,map,yukina-miyazaki,宮崎 (Miyazaki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,66,66,64,64,snapshot_2026_09_26.json,snapshot_2026_08_27.json
368,map,yukina-kofu,甲府 (Kōfu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,65,65,63,63,snapshot_2026_09_26.json,snapshot_2026_08_27.json
369,map,ipoh,Ipoh,nzh0172,naz,https://github.com/nzh0172,2,2,27,27,25,25,snapshot_2026_09_26.json,snapshot_2026_08_27.json
370,map,le-havre,Le Havre,pierreggt,pierreggt,https://github.com/pierreggt,2,2,17,17,15,15,snapshot_2026_09_26.json,snapshot_2026_08_27.json
371,map,mashhad,Mashhad,pierreggt,pierreggt,https://github.com/pierreggt,2,2,17,17,15,15,snapshot_2026_09_26.json,snapshot_2026_08_27.json
372,map,dijon,Dijon,pierreggt,pierreggt,https://github.com/pierreggt,2,2,16,16,14,14,snapshot_2026_09_26.json,snapshot_2026_08_27.json
373,map,incheon-3,Incheon (30km×30km),kimth9,kimth9,https://github.com/kimth9,1,1,233,233,232,232,snapshot_2026_09_26.json,snapshot_2026_08_27.json
374,mod,pause-on-start,Pause On Start,rslurry,slurry,https://github.com/rslurry,1,1,224,224,223,223,snapshot_2026_09_26.json,snapshot_2026_08_27.json
375,map,trondheim-val,Trondheim,Valdotorium,Valdotorium,https://github.com/Valdotorium,1,1,210,210,209,209,snapshot_2026_09_26.json,snapshot_2026_08_27.json
376,map,yukina-lv-liepaja,Liepāja,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,129,129,128,128,snapshot_2026_09_26.json,snapshot_2026_08_27.json
377,map,mexicali,Mexicali-Imperial Valley-Yuma,rslurry,slurry,https://github.com/rslurry,1,1,108,108,107,107,snapshot_2026_09_26.json,snapshot_2026_08_27.json
378,map,yukina-pl-legnica,Legnica - LGOM,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,89,89,88,88,snapshot_2026_09_26.json,snapshot_2026_08_27.json
379,map,daejeon-3,Daejeon (30km×30km),kimth9,kimth9,https://github.com/kimth9,1,1,84,84,83,83,snapshot_2026_09_26.json,snapshot_2026_08_27.json
380,map,yukina-tw-hualien-taitung,花蓮・臺東 (Hualien & Taitung),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,63,63,62,62,snapshot_2026_09_26.json,snapshot_2026_08_27.json
381,map,yukina-tw-yilan,宜蘭 (Yilan),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,58,58,57,57,snapshot_2026_09_26.json,snapshot_2026_08_27.json
382,map,shiraz,Shiraz,pierreggt,pierreggt,https://github.com/pierreggt,1,1,13,13,12,12,snapshot_2026_09_26.json,snapshot_2026_08_27.json
383,mod,advanced-analytics,Advanced Analytics,stefanorigano,Steno,https://github.com/stefanorigano,0,0,14278,14278,14278,14278,snapshot_2026_09_26.json,snapshot_2026_08_27.json
384,mod,danield1909-dantrains,"danTrains (v1.* ""Phoenix"")",DanielD1909,DanielD1909,https://github.com/DanielD1909,0,0,2433,2433,2433,2433,snapshot_2026_09_26.json,snapshot_2026_08_27.json
385,mod,imb11-moveit,Move It!,IMB11,IMB11,https://github.com/IMB11,0,0,1255,1255,1255,1255,snapshot_2026_09_26.json,snapshot_2026_08_27.json
386,map,dublin,Dublin,Kronifer,Kronifer,https://github.com/Kronifer,0,0,610,610,610,610,snapshot_2026_09_26.json,snapshot_2026_08_27.json
387,map,lima,Lima,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,384,384,384,384,snapshot_2026_09_26.json,snapshot_2026_08_27.json
388,map,greater-newyork,Greater NYC,chasemanning040911-afk,lechicken,https://github.com/chasemanning040911-afk,0,0,379,379,379,379,snapshot_2026_09_26.json,snapshot_2026_08_27.json
389,map,richmond,Richmond,rslurry,slurry,https://github.com/rslurry,0,0,291,291,291,291,snapshot_2026_09_26.json,snapshot_2026_08_27.json
390,map,sejong-4,Sejong (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,212,212,212,212,snapshot_2026_09_26.json,snapshot_2026_08_27.json
391,map,daegu-3,Daegu (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,202,202,202,202,snapshot_2026_09_26.json,snapshot_2026_08_27.json
392,map,jeju-3,Jeju (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,192,192,192,192,snapshot_2026_09_26.json,snapshot_2026_08_27.json
393,map,ulsan-4,Ulsan (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,190,190,190,190,snapshot_2026_09_26.json,snapshot_2026_08_27.json
394,map,waterloo,Region of Waterloo,Kronifer,Kronifer,https://github.com/Kronifer,0,0,188,188,188,188,snapshot_2026_09_26.json,snapshot_2026_08_27.json
395,map,jeju-f,Jeju (Full Island),kimth9,kimth9,https://github.com/kimth9,0,0,169,169,169,169,snapshot_2026_09_26.json,snapshot_2026_08_27.json
396,map,pyongyang-nk,Pyongyang,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,0,0,156,156,156,156,snapshot_2026_09_26.json,snapshot_2026_08_27.json
397,map,sejong-3,Sejong (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,147,147,147,147,snapshot_2026_09_26.json,snapshot_2026_08_27.json
398,map,knoxville,Knoxville,rslurry,slurry,https://github.com/rslurry,0,0,136,136,136,136,snapshot_2026_09_26.json,snapshot_2026_08_27.json
399,map,daegu-4,Daegu (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,124,124,124,124,snapshot_2026_09_26.json,snapshot_2026_08_27.json
400,map,montpellier-mediterranee,Montpellier,pierreggt,pierreggt,https://github.com/pierreggt,0,0,111,111,111,111,snapshot_2026_09_26.json,snapshot_2026_08_27.json
401,map,ulsan-3,Ulsan (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,82,82,82,82,snapshot_2026_09_26.json,snapshot_2026_08_27.json
402,map,daejeon-4,Daejeon (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,81,81,81,81,snapshot_2026_09_26.json,snapshot_2026_08_27.json
403,map,gwangju-4,Gwangju (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,77,77,77,77,snapshot_2026_09_26.json,snapshot_2026_08_27.json
404,map,cusco,Cusco,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,68,68,68,68,snapshot_2026_09_26.json,snapshot_2026_08_27.json
405,map,arequipa,Arequipa,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,66,66,66,66,snapshot_2026_09_26.json,snapshot_2026_08_27.json
406,map,gwangju-3,Gwangju (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,59,59,59,59,snapshot_2026_09_26.json,snapshot_2026_08_27.json
407,map,chiclayo,Chiclayo,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,48,48,48,48,snapshot_2026_09_26.json,snapshot_2026_08_27.json
408,map,piura,Piura,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,48,48,48,48,snapshot_2026_09_26.json,snapshot_2026_08_27.json
409,map,trujillo,Trujillo,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,48,48,48,48,snapshot_2026_09_26.json,snapshot_2026_08_27.json
410,map,jeju-4,Jeju (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,46,46,46,46,snapshot_2026_09_26.json,snapshot_2026_08_27.json
411,map,chimbote,Chimbote,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,45,45,45,45,snapshot_2026_09_26.json,snapshot_2026_08_27.json
412,map,iquitos,Iquitos,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,45,45,45,45,snapshot_2026_09_26.json,snapshot_2026_08_27.json
413,map,huancayo-jauja,Huancayo/Jauja,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,43,43,43,43,snapshot_2026_09_26.json,snapshot_2026_08_27.json
414,mod,imb11-subwaycine,SubwayCine,IMB11,IMB11,https://github.com/IMB11,0,0,33,33,33,33,snapshot_2026_09_26.json,snapshot_2026_08_27.json
415,mod,prospector-ghebeek,Prospector,matematysek,matematysek,https://github.com/matematysek,0,0,23,23,23,23,snapshot_2026_09_26.json,snapshot_2026_08_27.json
416,mod,zz-deletion-fixture,Deletion Fixture,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,0,0,0,0,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
417,mod,zz-deprecation-fixture,Deprecation Fixture,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,0,0,0,0,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
