rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
17,map,yukina-tokyo,東京 (Tōkyō),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,112,112,781,781,669,669,snapshot_2026_09_26.json,snapshot_2026_08_27.json
18,map,paris-ile-de-france,Paris - Ile de France,pierreggt,pierreggt,https://github.com/pierreggt,111,111,1495,1495,1384,1384,snapshot_2026_09_26.json,snapshot_2026_08_27.json
19,mod,orbital-surveyor,Orbital Surveyor,BarKuperman,BarKuperman,https://github.com/BarKuperman,110,110,2269,2269,2159,2159,snapshot_2026_09_26.json,snapshot_2026_08_27.json
20,map,berlin-val,Berlin,Valdotorium,Valdotorium,https://github.com/Valdotorium,109,109,2454,2454,2345,2345,snapshot_2026_09_26.json,snapshot_2026_08_27.json
21,mod,simple-trains,Simple Trains,Bobby-047,Bobby-047,https://github.com/Bobby-047,107,107,3663,3663,3556,3556,snapshot_2026_09_26.json,snapshot_2026_08_27.json
22,map,toronto,Toronto,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,107,107,3249,3249,3142,3142,snapshot_2026_09_26.json,snapshot_2026_08_27.json
23,map,yukina-pl-warszawa,Warszawa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,107,107,1596,1596,1489,1489,snapshot_2026_09_26.json,snapshot_2026_08_27.json
24,mod,penguin-approved-rolling-stock,Penguin-Approved Rolling Stock,prodigious-penguin,prodigious-penguin,https://github.com/prodigious-penguin,107,107,201,201,94,94,snapshot_2026_09_26.json,snapshot_2026_08_27.json
25,map,hamburg,Hamburg,pierreggt,pierreggt,https://github.com/pierreggt,104,104,104,104,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
26,map,muenchen,München,pierreggt,pierreggt,https://github.com/pierreggt,104,104,104,104,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
27,mod,missed-connections,Missed Connections,rslurry,slurry,https://github.com/rslurry,101,101,1837,1837,1736,1736,snapshot_2026_09_26.json,snapshot_2026_08_27.json
28,mod,track-anarchy,Track Anarchy,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,100,100,1812,1812,1712,1712,snapshot_2026_09_26.json,snapshot_2026_08_27.json
29,map,yukina-cz-brno,Brno,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,100,100,757,757,657,657,snapshot_2026_09_26.json,snapshot_2026_08_27.json
30,map,yukina-tw-taipei,臺北 (Taipei),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,99,99,2099,2099,2000,2000,snapshot_2026_09_26.json,snapshot_2026_08_27.json
31,mod,game-speedup,Game SpeedUp,Valdotorium,Valdotorium,https://github.com/Valdotorium,96,96,2471,2471,2375,2375,snapshot_2026_09_26.json,snapshot_2026_08_27.json
32,map,yukina-osaka,大阪 (Ōsaka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,95,95,2834,2834,2739,2739,snapshot_2026_09_26.json,snapshot_2026_08_27.json
33,map,ruhrgebiet,Ruhrgebiet,pierreggt,pierreggt,https://github.com/pierreggt,90,90,90,90,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
34,map,yukina-lt-kaunas,Kaunas,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,89,89,271,271,182,182,snapshot_2026_09_26.json,snapshot_2026_08_27.json
35,map,bonn-koeln,Bonn-Köln,pierreggt,pierreggt,https://github.com/pierreggt,88,88,88,88,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
36,map,montreal,Montreal,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,85,85,2263,2263,2178,2178,snapshot_2026_09_26.json,snapshot_2026_08_27.json
37,mod,track-visualizer,track height visualizer,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,83,83,2512,2512,2429,2429,snapshot_2026_09_26.json,snapshot_2026_08_27.json
38,mod,citymapper,Citymapper,Gio1112,giorgiodabest,https://giorgio.is-a.dev/,77,77,2759,2759,2682,2682,snapshot_2026_09_26.json,snapshot_2026_08_27.json
39,mod,any-money,anyMoney,nzh0172,naz,https://github.com/nzh0172,77,77,2422,2422,2345,2345,snapshot_2026_09_26.json,snapshot_2026_08_27.json
40,map,yukina-cz-ostrava,Ostrava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,77,77,461,461,384,384,snapshot_2026_09_26.json,snapshot_2026_08_27.json
41,mod,madrid-transit-pack,Madrid Transit Pack,xoaninc,xoaninc,https://github.com/xoaninc,77,77,147,147,70,70,snapshot_2026_09_26.json,snapshot_2026_08_27.json
42,map,jelegend-tokyo,東京 (Tokyo),jelegend,jelegend,https://github.com/jelegend,76,76,3754,3754,3678,3678,snapshot_2026_09_26.json,snapshot_2026_08_27.json
43,mod,scrollable-dropdowns,Scrollable Dropdowns,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,75,75,1675,1675,1600,1600,snapshot_2026_09_26.json,snapshot_2026_08_27.json
44,map,madrid,Madrid,Maximilian284,max02,https://github.com/Maximilian284,75,75,1595,1595,1520,1520,snapshot_2026_09_26.json,snapshot_2026_08_27.json
45,map,yukina-sk-bratislava,Bratislava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,75,75,141,141,66,66,snapshot_2026_09_26.json,snapshot_2026_08_27.json
46,map,barcelona,Barcelona,Maximilian284,max02,https://github.com/Maximilian284,73,73,1797,1797,1724,1724,snapshot_2026_09_26.json,snapshot_2026_08_27.json
47,map,yukina-lt-klaipeda,Klaipėda,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,73,73,176,176,103,103,snapshot_2026_09_26.json,snapshot_2026_08_27.json
48,mod,tod,Transit-Oriented Development[beta],hsullivan1201,hsullivan1201,https://github.com/hsullivan1201,70,70,2576,2576,2506,2506,snapshot_2026_09_26.json,snapshot_2026_08_27.json
49,map,yukina-cz-plzen,Plzeň,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,69,69,355,355,286,286,snapshot_2026_09_26.json,snapshot_2026_08_27.json
50,map,yukina-cz-ustecko-chomutov,Ústí nad Labem - Chomutov,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,69,69,337,337,268,268,snapshot_2026_09_26.json,snapshot_2026_08_27.json
51,map,yukina-cz-hradec-pardubice,Hradec Králové - Pardubice,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,67,67,306,306,239,239,snapshot_2026_09_26.json,snapshot_2026_08_27.json
52,map,yukina-lt-panevezys,Panevėžys,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,67,67,149,149,82,82,snapshot_2026_09_26.json,snapshot_2026_08_27.json
53,map,yukina-lt-siauliai,Šiauliai,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,67,67,148,148,81,81,snapshot_2026_09_26.json,snapshot_2026_08_27.json
54,map,mfn-hong-kong,Hong Kong,crumpetime,muffintime,https://github.com/crumpetime,66,66,3003,3003,2937,2937,snapshot_2026_09_26.json,snapshot_2026_08_27.json
55,mod,mode-manager,Mode Manager,Mpfk,Mpfk,https://github.com/Mpfk,66,66,1869,1869,1803,1803,snapshot_2026_09_26.json,snapshot_2026_08_27.json
56,map,yukina-cz-liberec-jablonec,Liberec - Jablonec nad Nisou,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,66,66,229,229,163,163,snapshot_2026_09_26.json,snapshot_2026_08_27.json
57,map,yukina-cz-olomouc,Olomouc,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,65,65,304,304,239,239,snapshot_2026_09_26.json,snapshot_2026_08_27.json
58,mod,intercity-hsr-trains,"Intercity, HSR & Express Metro Trains",danielloong714,danielloong714,https://github.com/danielloong714,65,65,176,176,111,111,snapshot_2026_09_26.json,snapshot_2026_08_27.json
59,map,yukina-cz-zlin,Zlín,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,65,65,174,174,109,109,snapshot_2026_09_26.json,snapshot_2026_08_27.json
60,map,yukina-cz-ceske-budejovice,České Budějovice,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,64,64,229,229,165,165,snapshot_2026_09_26.json,snapshot_2026_08_27.json
61,map,yukina-cz-jihlava,Jihlava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,64,64,176,176,112,112,snapshot_2026_09_26.json,snapshot_2026_08_27.json
62,map,yukina-cz-karlovy-vary,Karlovy Vary,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,63,63,197,197,134,134,snapshot_2026_09_26.json,snapshot_2026_08_27.json
63,map,seoul,Seoul,cromstar,cromstar,https://github.com/cromstar,62,62,348,348,286,286,snapshot_2026_09_26.json,snapshot_2026_08_27.json
64,map,beijing,Beijing,Kronifer,Kronifer,https://github.com/Kronifer,60,60,1054,1054,994,994,snapshot_2026_09_26.json,snapshot_2026_08_27.json
65,mod,noah-great-society,Great Society Metro Train,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,60,60,60,60,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
66,map,singapore-val,Singapore,Valdotorium,Valdotorium,https://github.com/Valdotorium,56,56,1772,1772,1716,1716,snapshot_2026_09_26.json,snapshot_2026_08_27.json
67,map,shanghai,Shanghai,Kronifer,Kronifer,https://github.com/Kronifer,56,56,1730,1730,1674,1674,snapshot_2026_09_26.json,snapshot_2026_08_27.json
68,mod,map-markers,Map Markers,roquerodrigo,roquerodrigo,https://github.com/roquerodrigo,56,56,1138,1138,1082,1082,snapshot_2026_09_26.json,snapshot_2026_08_27.json
69,mod,basedgoat-trains,BasedGoat Trains,arniber21,arniber21,https://github.com/arniber21,56,56,238,238,182,182,snapshot_2026_09_26.json,snapshot_2026_08_27.json
70,map,yukina-keihanshin,京阪神 (Keihanshin),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,55,55,1210,1210,1155,1155,snapshot_2026_09_26.json,snapshot_2026_08_27.json
71,map,istanbul,Istanbul,pierreggt,pierreggt,https://github.com/pierreggt,54,54,474,474,420,420,snapshot_2026_09_26.json,snapshot_2026_08_27.json
72,map,vancouver,Vancouver,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,52,52,1908,1908,1856,1856,snapshot_2026_09_26.json,snapshot_2026_08_27.json
73,map,yukina-kyoto,京都 (Kyōto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,52,52,1670,1670,1618,1618,snapshot_2026_09_26.json,snapshot_2026_08_27.json
74,mod,japanese-trains,Japanese Trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,52,52,985,985,933,933,snapshot_2026_09_26.json,snapshot_2026_08_27.json
75,map,au-syd2,Sydney,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,52,52,418,418,366,366,snapshot_2026_09_26.json,snapshot_2026_08_27.json
76,map,yukina-nagoya,名古屋 (Nagoya),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,51,51,1166,1166,1115,1115,snapshot_2026_09_26.json,snapshot_2026_08_27.json
77,map,au-melbourne,Melbourne,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,50,50,475,475,425,425,snapshot_2026_09_26.json,snapshot_2026_08_27.json
78,map,yukina-lv-riga,Rīga,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,45,45,828,828,783,783,snapshot_2026_09_26.json,snapshot_2026_08_27.json
79,map,stuttgart,Stuttgart,pierreggt,pierreggt,https://github.com/pierreggt,44,44,44,44,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
80,map,yukina-pl-gdansk,Gdańsk,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,42,42,823,823,781,781,snapshot_2026_09_26.json,snapshot_2026_08_27.json
81,mod,train-anarchy,Train Anarchy,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,42,42,371,371,329,329,snapshot_2026_09_26.json,snapshot_2026_08_27.json
82,mod,lrt-trains,LRT Trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,41,41,1113,1113,1072,1072,snapshot_2026_09_26.json,snapshot_2026_08_27.json
83,map,yukina-pl-krakow,Kraków,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,41,41,1010,1010,969,969,snapshot_2026_09_26.json,snapshot_2026_08_27.json
84,map,yukina-ee-tallinn,Tallinn,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,41,41,753,753,712,712,snapshot_2026_09_26.json,snapshot_2026_08_27.json
85,map,lyon,Lyon - Vallée du Rhône & Alpes,pierreggt,pierreggt,https://github.com/pierreggt,41,41,357,357,316,316,snapshot_2026_09_26.json,snapshot_2026_08_27.json
86,map,zurich,Zurich,Kronifer,Kronifer,https://github.com/Kronifer,39,39,2163,2163,2124,2124,snapshot_2026_09_26.json,snapshot_2026_08_27.json
87,map,chongqing,Chongqing,Kronifer,Kronifer,https://github.com/Kronifer,39,39,897,897,858,858,snapshot_2026_09_26.json,snapshot_2026_08_27.json
88,map,ciudad-de-mexico,Ciudad de México,rslurry,slurry,https://github.com/rslurry,38,38,2094,2094,2056,2056,snapshot_2026_09_26.json,snapshot_2026_08_27.json
89,map,yukina-sapporo-chitose,札幌 (Sapporo),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,38,38,1154,1154,1116,1116,snapshot_2026_09_26.json,snapshot_2026_08_27.json
90,map,sydney,Sydney,WillBarouch,WillBarouch,https://github.com/WillBarouch,37,37,1334,1334,1297,1297,snapshot_2026_09_26.json,snapshot_2026_08_27.json
91,mod,satellite-overlay,Satellite Overlay,TransitCore,TransitCore,https://github.com/TransitCore,37,37,880,880,843,843,snapshot_2026_09_26.json,snapshot_2026_08_27.json
92,map,nuernberg,Nürnberg,pierreggt,pierreggt,https://github.com/pierreggt,37,37,37,37,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
93,map,guangzhou,Guangzhou,Kronifer,Kronifer,https://github.com/Kronifer,36,36,1368,1368,1332,1332,snapshot_2026_09_26.json,snapshot_2026_08_27.json
94,map,shenzhen,Shenzhen,Kronifer,Kronifer,https://github.com/Kronifer,36,36,1202,1202,1166,1166,snapshot_2026_09_26.json,snapshot_2026_08_27.json
95,map,dresden,Dresden,pierreggt,pierreggt,https://github.com/pierreggt,36,36,36,36,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
96,map,yukina-northern-kyushu,福北 (Fukuoka & Kitakyūshū),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,35,35,743,743,708,708,snapshot_2026_09_26.json,snapshot_2026_08_27.json
97,map,aachen,Aachen,pierreggt,pierreggt,https://github.com/pierreggt,34,34,34,34,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
98,map,augsburg,Augsburg,pierreggt,pierreggt,https://github.com/pierreggt,34,34,34,34,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
99,map,mfn-lasvegas,Las Vegas,crumpetime,muffintime,https://github.com/crumpetime,33,33,703,703,670,670,snapshot_2026_09_26.json,snapshot_2026_08_27.json
100,map,nz-auckland,Auckland,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,33,33,324,324,291,291,snapshot_2026_09_26.json,snapshot_2026_08_27.json
101,map,bremen,Bremen,pierreggt,pierreggt,https://github.com/pierreggt,33,33,33,33,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
102,map,hannover-braunschweig,Hannover-Braunschweig,pierreggt,pierreggt,https://github.com/pierreggt,33,33,33,33,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
103,map,yukina-ua-kyiv,Київ / Kyiv,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,32,32,375,375,343,343,snapshot_2026_09_26.json,snapshot_2026_08_27.json
104,map,bielefeld,Bielefeld,pierreggt,pierreggt,https://github.com/pierreggt,32,32,32,32,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
105,map,yukina-pl-katowice-gzm,Katowice - GZM,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,31,31,582,582,551,551,snapshot_2026_09_26.json,snapshot_2026_08_27.json
106,map,doha,Doha,pierreggt,pierreggt,https://github.com/pierreggt,31,31,31,31,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
107,map,kiel,Kiel,pierreggt,pierreggt,https://github.com/pierreggt,31,31,31,31,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
108,map,amsterdam,Amsterdam,ryandicicco,ryandicicco,https://github.com/ryandicicco,30,30,1703,1703,1673,1673,snapshot_2026_09_26.json,snapshot_2026_08_27.json
109,map,baltimore-dc-corridor,Baltimore-DC Corridor,rslurry,slurry,https://github.com/rslurry,30,30,1017,1017,987,987,snapshot_2026_09_26.json,snapshot_2026_08_27.json
110,map,greater-chicagoland,Greater Chicagoland,NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,30,30,976,976,946,946,snapshot_2026_09_26.json,snapshot_2026_08_27.json
111,map,warsaw-val,Warsaw,Valdotorium,Valdotorium,https://github.com/Valdotorium,30,30,661,661,631,631,snapshot_2026_09_26.json,snapshot_2026_08_27.json
112,map,strasbourg,Strasbourg,pierreggt,pierreggt,https://github.com/pierreggt,30,30,231,231,201,201,snapshot_2026_09_26.json,snapshot_2026_08_27.json
113,map,greater-los-angeles,Greater Los Angeles,rslurry,slurry,https://github.com/rslurry,29,29,3764,3764,3735,3735,snapshot_2026_09_26.json,snapshot_2026_08_27.json
114,map,milan,Milan,Maximilian284,max02,https://github.com/Maximilian284,29,29,1048,1048,1019,1019,snapshot_2026_09_26.json,snapshot_2026_08_27.json
115,map,yukina-hiroshima-kure,広島 (Hiroshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,29,29,940,940,911,911,snapshot_2026_09_26.json,snapshot_2026_08_27.json
116,map,charleston-huntington-wv,Charleston-Huntington,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,29,29,269,269,240,240,snapshot_2026_09_26.json,snapshot_2026_08_27.json
117,mod,danield1909-realism-pathfinding,Pathfinding Realism Mod,DanielD1909,DanielD1909,https://github.com/DanielD1909,29,29,268,268,239,239,snapshot_2026_09_26.json,snapshot_2026_08_27.json
118,map,lille,Lille - Flandre & Hainaut,pierreggt,pierreggt,https://github.com/pierreggt,29,29,226,226,197,197,snapshot_2026_09_26.json,snapshot_2026_08_27.json
119,map,baghdad,Baghdad,pierreggt,pierreggt,https://github.com/pierreggt,29,29,90,90,61,61,snapshot_2026_09_26.json,snapshot_2026_08_27.json
120,map,erfurt,Erfurt,pierreggt,pierreggt,https://github.com/pierreggt,29,29,29,29,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
121,map,nantes,Nantes,pierreggt,pierreggt,https://github.com/pierreggt,28,28,161,161,133,133,snapshot_2026_09_26.json,snapshot_2026_08_27.json
122,map,opo-pt-metropolitan,"Porto, Portugal",bquelhas,bquelhas,https://github.com/bquelhas,27,27,871,871,844,844,snapshot_2026_09_26.json,snapshot_2026_08_27.json
123,map,yukina-tw-kaohsiung,高雄 (Kaohsiung),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,27,27,629,629,602,602,snapshot_2026_09_26.json,snapshot_2026_08_27.json
124,map,mfn-msy,New Orleans,crumpetime,muffintime,https://github.com/crumpetime,27,27,254,254,227,227,snapshot_2026_09_26.json,snapshot_2026_08_27.json
125,map,toulouse,Toulouse,pierreggt,pierreggt,https://github.com/pierreggt,27,27,188,188,161,161,snapshot_2026_09_26.json,snapshot_2026_08_27.json
126,map,rome,Rome,Maximilian284,max02,https://github.com/Maximilian284,26,26,1069,1069,1043,1043,snapshot_2026_09_26.json,snapshot_2026_08_27.json
127,map,yukina-okinawa,沖縄 (Okinawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,26,26,871,871,845,845,snapshot_2026_09_26.json,snapshot_2026_08_27.json
128,map,au-brisbane,Brisbane,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,26,26,257,257,231,231,snapshot_2026_09_26.json,snapshot_2026_08_27.json
129,map,grand-geneve,Grand Genève,pierreggt,pierreggt,https://github.com/pierreggt,26,26,74,74,48,48,snapshot_2026_09_26.json,snapshot_2026_08_27.json
130,map,abu-dhabi,Abu Dhabi,pierreggt,pierreggt,https://github.com/pierreggt,26,26,55,55,29,29,snapshot_2026_09_26.json,snapshot_2026_08_27.json
131,map,yukina-sendai,仙台 (Sendai),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,25,25,689,689,664,664,snapshot_2026_09_26.json,snapshot_2026_08_27.json
132,map,yukina-pl-poznan,Poznań,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,25,25,386,386,361,361,snapshot_2026_09_26.json,snapshot_2026_08_27.json
133,map,marseille,Marseille - Provence,pierreggt,pierreggt,https://github.com/pierreggt,25,25,311,311,286,286,snapshot_2026_09_26.json,snapshot_2026_08_27.json
134,map,magdeburg,Magdeburg,pierreggt,pierreggt,https://github.com/pierreggt,25,25,25,25,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
135,map,freiburg,Freiburg im Breisgau,pierreggt,pierreggt,https://github.com/pierreggt,24,24,24,24,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
136,map,yukina-fukuoka,福岡 (Fukuoka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,23,23,1126,1126,1103,1103,snapshot_2026_09_26.json,snapshot_2026_08_27.json
137,map,oslo-no,Oslo,rslurry,slurry,https://github.com/rslurry,23,23,814,814,791,791,snapshot_2026_09_26.json,snapshot_2026_08_27.json
138,map,yukina-tw-taichung,臺中 (Taichung),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,23,23,593,593,570,570,snapshot_2026_09_26.json,snapshot_2026_08_27.json
139,map,chemnitz,Chemnitz,pierreggt,pierreggt,https://github.com/pierreggt,23,23,23,23,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
140,map,helsinki,Helsinki,rslurry,slurry,https://github.com/rslurry,22,22,1309,1309,1287,1287,snapshot_2026_09_26.json,snapshot_2026_08_27.json
141,mod,demand-clusters,Demand Clusters,m4d5hr1mp,m4d5hr1mp,https://github.com/m4d5hr1mp,22,22,290,290,268,268,snapshot_2026_09_26.json,snapshot_2026_08_27.json
142,map,syracuse-ny,"Syracuse, NY",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,22,22,114,114,92,92,snapshot_2026_09_26.json,snapshot_2026_08_27.json
143,map,johor-bahru,Johor Bahru,nzh0172,naz,https://github.com/nzh0172,22,22,93,93,71,71,snapshot_2026_09_26.json,snapshot_2026_08_27.json
144,map,luebeck,Lübeck,pierreggt,pierreggt,https://github.com/pierreggt,22,22,22,22,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
145,map,calgary,Calgary,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,21,21,770,770,749,749,snapshot_2026_09_26.json,snapshot_2026_08_27.json
146,map,valencia,Valencia,Maximilian284,max02,https://github.com/Maximilian284,21,21,499,499,478,478,snapshot_2026_09_26.json,snapshot_2026_08_27.json
147,map,mfn-madisonwi,Madison,crumpetime,muffintime,https://github.com/crumpetime,21,21,373,373,352,352,snapshot_2026_09_26.json,snapshot_2026_08_27.json
148,map,daytonatti,Daytonatti,soccerjonj,soccerjonj,https://github.com/soccerjonj,21,21,367,367,346,346,snapshot_2026_09_26.json,snapshot_2026_08_27.json
149,map,jerusalem,Jerusalem,BarKuperman,BarKuperman,https://github.com/BarKuperman,21,21,287,287,266,266,snapshot_2026_09_26.json,snapshot_2026_08_27.json
150,map,providence,Providence,soccerjonj,soccerjonj,https://github.com/soccerjonj,21,21,251,251,230,230,snapshot_2026_09_26.json,snapshot_2026_08_27.json
151,map,sacramento,Sacramento,soccerjonj,soccerjonj,https://github.com/soccerjonj,21,21,246,246,225,225,snapshot_2026_09_26.json,snapshot_2026_08_27.json
152,map,anchorage-ak,Anchorage,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,21,21,241,241,220,220,snapshot_2026_09_26.json,snapshot_2026_08_27.json
153,map,albany,Albany,soccerjonj,soccerjonj,https://github.com/soccerjonj,21,21,240,240,219,219,snapshot_2026_09_26.json,snapshot_2026_08_27.json
154,map,nashville,Nashville,soccerjonj,soccerjonj,https://github.com/soccerjonj,21,21,237,237,216,216,snapshot_2026_09_26.json,snapshot_2026_08_27.json
155,map,connecticut-usa,Connecticut,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,21,21,200,200,179,179,snapshot_2026_09_26.json,snapshot_2026_08_27.json
