rank,id,name,author,author_alias,attribution_link,city_code,country,population,population_count,points_count,n_cells,mean_point_density,median_resident_weighted_nn_km,mean_resident_weighted_nn_km,median_worker_weighted_nn_km,mean_worker_weighted_nn_km,detail_radius_km,detail_score,playable_area_cells,median_cell_resident_density,mean_cell_resident_density,pct_cells_with_residents,median_cell_worker_density,mean_cell_worker_density,pct_cells_with_workers,median_commute_distance,mean_commute_distance,detected_center_count,polycentrism_score
267,yukina-cz-liberec-jablonec,Liberec - Jablonec nad Nisou,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,LBC,CZ,234506,17106,6542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,providence,Providence,soccerjonj,soccerjonj,https://github.com/soccerjonj,PVD,US,233115,13933,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,mfn-rsw,Fort Myers,crumpetime,muffintime,https://github.com/crumpetime,RSW,US,229673,27726,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,yukina-tottori,鳥取 (Tottori),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,TTJ,JP,227423,11093,5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,yukina-tw-yilan,宜蘭 (Yilan),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,YIL,TW,204678,7335,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,yukina-lt-klaipeda,Klaipėda,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,PLQ,LT,203839,13997,8220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,trondheim-val,Trondheim,Valdotorium,Valdotorium,https://github.com/Valdotorium,TRD,NO,194310,1764,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,anchorage-ak,Anchorage,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,ANC,US,189506,10546,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,kristiansand-no,Kristiansand,rslurry,slurry,https://github.com/rslurry,KRS,NO,183459,12405,6748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,yukina-cz-jihlava,Jihlava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,JIH,CZ,182580,13169,6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,yukina-cz-ceske-budejovice,České Budějovice,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,CBS,CZ,173010,11920,5170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,colorado-ski-country,Colorado Ski Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,EGE,US,167071,8868,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,spokane,Spokane,ryandicicco,ryandicicco,https://github.com/ryandicicco,GEG,US,157109,16695,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,syracuse-ny,"Syracuse, NY",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,SYR,US,156483,10188,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,charleston-huntington-wv,Charleston-Huntington,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,CHA,US,151225,16547,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,yukina-cz-karlovy-vary,Karlovy Vary,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,KVY,CZ,141381,9628,4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,yukina-lt-siauliai,Šiauliai,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,SQQ,LT,121134,10199,7010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,yukina-ee-tartu,Tartu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,TAY,EE,115325,8323,5513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,springfield-il,"Springfield, IL",NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,SPI,US,107135,5666,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,ipoh,Ipoh,nzh0172,naz,https://github.com/nzh0172,IPH,MY,89318,1477,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,wilmington-nc,"Wilmington, NC",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,WIL,US,83410,3737,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,yukina-lt-panevezys,Panevėžys,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,PNV,LT,80473,7392,5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,tromso-no,Tromsø,rslurry,slurry,https://github.com/rslurry,TOS,NO,79068,2479,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,yukina-lv-daugavpils,Daugavpils,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,DGV,LV,61031,4387,2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,yukina-ee-ida-viru,Ida-Viru,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,IDV,EE,56342,3337,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,yukina-lv-liepaja,Liepāja,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,LPX,LV,54456,3841,2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,yukina-nemuro,根室 (Nemuro),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,SHB,JP,47862,4642,2339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,yukina-ee-parnu,Pärnu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,EPU,EE,42286,3802,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,yukina-wakkanai,稚内 (Wakkanai),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,WKJ,JP,40712,3236,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
