rank,project_key,project_name,author,author_alias,attribution_link,listing_count,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
53,kaicardenas0618/lrt-trains,lrt-trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,12,12,1113,1113,1101,1101,snapshot_2026_09_05.json,snapshot_2026_09_02.json
54,transitcore/satellite-overview,Satellite-Overview,TransitCore,TransitCore,https://github.com/TransitCore,1,12,12,880,880,868,868,snapshot_2026_09_05.json,snapshot_2026_09_02.json
55,willbarouch/subwaybuilder-sydney,subwaybuilder-sydney,WillBarouch,WillBarouch,https://github.com/WillBarouch,1,11,11,1334,1334,1323,1323,snapshot_2026_09_05.json,snapshot_2026_09_02.json
56,crumpetime/sb-maps-las,sb-maps-las,crumpetime,muffintime,https://github.com/crumpetime,1,11,11,703,703,692,692,snapshot_2026_09_05.json,snapshot_2026_09_02.json
57,nerdiesanders/subway-builder-gchi,subway-builder-gchi,NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,1,10,10,976,976,966,966,snapshot_2026_09_05.json,snapshot_2026_09_02.json
58,crumpetime/sb-maps-msn,sb-maps-msn,crumpetime,muffintime,https://github.com/crumpetime,1,10,10,373,373,363,363,snapshot_2026_09_05.json,snapshot_2026_09_02.json
59,seanyushoumori/train-anarchy,train-anarchy,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,1,10,10,371,371,361,361,snapshot_2026_09_05.json,snapshot_2026_09_02.json
60,soccerjonj/daytonnati,Daytonnati,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,10,10,367,367,357,357,snapshot_2026_09_05.json,snapshot_2026_09_02.json
61,barkuperman/jerusalem-sb-map,jerusalem-sb-map,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,10,10,287,287,277,277,snapshot_2026_09_05.json,snapshot_2026_09_02.json
62,pswbsf/charleston-huntington-wv,charleston-huntington-wv,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,10,10,269,269,259,259,snapshot_2026_09_05.json,snapshot_2026_09_02.json
63,crumpetime/sb-maps-msy,sb-maps-msy,crumpetime,muffintime,https://github.com/crumpetime,1,10,10,254,254,244,244,snapshot_2026_09_05.json,snapshot_2026_09_02.json
64,soccerjonj/providence,Providence,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,10,10,251,251,241,241,snapshot_2026_09_05.json,snapshot_2026_09_02.json
65,soccerjonj/sacramento,Sacramento,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,10,10,246,246,236,236,snapshot_2026_09_05.json,snapshot_2026_09_02.json
66,pswbsf/anchorage-ak,anchorage-ak,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,10,10,241,241,231,231,snapshot_2026_09_05.json,snapshot_2026_09_02.json
67,soccerjonj/albany,Albany,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,10,10,240,240,230,230,snapshot_2026_09_05.json,snapshot_2026_09_02.json
68,soccerjonj/nashville,Nashville,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,10,10,237,237,227,227,snapshot_2026_09_05.json,snapshot_2026_09_02.json
69,pswbsf/connecticut-usa,connecticut-usa,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,10,10,200,200,190,190,snapshot_2026_09_05.json,snapshot_2026_09_02.json
70,pswbsf/buffalo-ny,buffalo-ny,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,10,10,198,198,188,188,snapshot_2026_09_05.json,snapshot_2026_09_02.json
71,soccerjonj/colorado-ski-country,Colorado-Ski-Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,10,10,198,198,188,188,snapshot_2026_09_05.json,snapshot_2026_09_02.json
72,soccerjonj/louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,10,10,193,193,183,183,snapshot_2026_09_05.json,snapshot_2026_09_02.json
73,crumpetime/sb-maps-xna,sb-maps-xna,crumpetime,muffintime,https://github.com/crumpetime,1,10,10,168,168,158,158,snapshot_2026_09_05.json,snapshot_2026_09_02.json
74,phineapoo/willamette-valley-or,Willamette-Valley-OR,Phineapoo,Phineapoo,https://github.com/Phineapoo,1,10,10,165,165,155,155,snapshot_2026_09_05.json,snapshot_2026_09_02.json
75,pswbsf/piedmont-triad,piedmont-triad,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,10,10,161,161,151,151,snapshot_2026_09_05.json,snapshot_2026_09_02.json
76,pswbsf/charleston-sc,charleston-sc,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,10,10,160,160,150,150,snapshot_2026_09_05.json,snapshot_2026_09_02.json
77,crumpetime/sb-maps-rdu,sb-maps-rdu,crumpetime,muffintime,https://github.com/crumpetime,1,10,10,151,151,141,141,snapshot_2026_09_05.json,snapshot_2026_09_02.json
78,pswbsf/wilmington-nc,wilmington-nc,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,10,10,147,147,137,137,snapshot_2026_09_05.json,snapshot_2026_09_02.json
79,pswbsf/dayton-oh,dayton-oh,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,10,10,128,128,118,118,snapshot_2026_09_05.json,snapshot_2026_09_02.json
80,pswbsf/syracuse-ny,syracuse-ny,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,10,10,114,114,104,104,snapshot_2026_09_05.json,snapshot_2026_09_02.json
81,bean1322/toledo-oh-map.git,toledo-oh-map.git,bean1322,bean1322,https://github.com/bean1322,1,10,10,100,100,90,90,snapshot_2026_09_05.json,snapshot_2026_09_02.json
82,bean1322/akron-oh-map,akron-oh-map,bean1322,bean1322,https://github.com/bean1322,1,10,10,99,99,89,89,snapshot_2026_09_05.json,snapshot_2026_09_02.json
83,barkuperman/tlv-mod,TLV-mod,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,9,9,738,738,729,729,snapshot_2026_09_05.json,snapshot_2026_09_02.json
84,danield1909/pathfinding-realism-mod,Pathfinding-Realism-Mod,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,8,8,268,268,260,260,snapshot_2026_09_05.json,snapshot_2026_09_02.json
85,bquelhas/subwaybuilder-map-opo,subwaybuilder-map-opo,bquelhas,bquelhas,https://github.com/bquelhas,1,7,7,871,871,864,864,snapshot_2026_09_05.json,snapshot_2026_09_02.json
86,nzh0172/sb-malaysia-map-pack,sb-malaysia-map-pack,nzh0172,naz,https://github.com/nzh0172,1,7,7,556,556,549,549,snapshot_2026_09_05.json,snapshot_2026_09_02.json
87,noahgarrf/la-metro-trainpack,la-metro-trainpack,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,1,7,7,14,14,7,7,snapshot_2026_09_05.json,snapshot_2026_09_02.json
88,m4d5hr1mp/sb-mods,SB-Mods,m4d5hr1mp,m4d5hr1mp,https://github.com/m4d5hr1mp,1,5,5,290,290,285,285,snapshot_2026_09_05.json,snapshot_2026_09_02.json
89,tesarzh/railyard,railyard,Tesarzh,Tesarzh,https://github.com/Tesarzh,1,4,4,236,236,232,232,snapshot_2026_09_05.json,snapshot_2026_09_02.json
90,hernang87/amba-buenos-aires-metropolitan-area-for-subway-builder,AMBA-Buenos-Aires-Metropolitan-Area-for-Subway-Builder,hernang87,hernang87,https://github.com/hernang87,1,4,4,140,140,136,136,snapshot_2026_09_05.json,snapshot_2026_09_02.json
91,lexenygma/sb-brussels,sb-brussels,lexenygma,lexenygma,https://github.com/lexenygma,1,4,4,116,116,112,112,snapshot_2026_09_05.json,snapshot_2026_09_02.json
92,barkuperman/anysave,AnySave,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,4,4,112,112,108,108,snapshot_2026_09_05.json,snapshot_2026_09_02.json
93,jcpires/subway-builder-idf,subway-builder-idf,JcPires,JcPires,https://github.com/JcPires,1,4,4,91,91,87,87,snapshot_2026_09_05.json,snapshot_2026_09_02.json
94,nerdiesanders/subway-builder-spi,subway-builder-spi,NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,1,4,4,46,46,42,42,snapshot_2026_09_05.json,snapshot_2026_09_02.json
95,transitcore/cinematic-camera,cinematic-camera,TransitCore,TransitCore,https://github.com/TransitCore,1,3,3,615,615,612,612,snapshot_2026_09_05.json,snapshot_2026_09_02.json
96,giannons46/sofia-subway-builder-map,sofia-subway-builder-map,giannons46,giannons46,https://github.com/giannons46,1,3,3,165,165,162,162,snapshot_2026_09_05.json,snapshot_2026_09_02.json
97,pierreggt/subway-builder-ankara,subway-builder-ankara,pierreggt,pierreggt,https://github.com/pierreggt,1,3,3,135,135,132,132,snapshot_2026_09_05.json,snapshot_2026_09_02.json
98,crumpetime/sb-maps-rsw,sb-maps-rsw,crumpetime,muffintime,https://github.com/crumpetime,1,3,3,72,72,69,69,snapshot_2026_09_05.json,snapshot_2026_09_02.json
99,kaicardenas0618/chinese-trains,chinese-trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,2,2,508,508,506,506,snapshot_2026_09_05.json,snapshot_2026_09_02.json
100,danield1909/improvedtwincities,improvedTwinCities,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,2,2,488,488,486,486,snapshot_2026_09_05.json,snapshot_2026_09_02.json
101,kimth9/sb_korean_transit_pack_v2,sb_korean_transit_pack_v2,kimth9,kimth9,https://github.com/kimth9,1,2,2,427,427,425,425,snapshot_2026_09_05.json,snapshot_2026_09_02.json
102,worstboyinaustral1a/subway-builder-za,subway-builder-za,worstboyinaustral1a,worstboyinaustral1a,https://github.com/worstboyinaustral1a,1,2,2,360,360,358,358,snapshot_2026_09_05.json,snapshot_2026_09_02.json
103,pierreggt/subway-builder-bordeaux,subway-builder-bordeaux,pierreggt,pierreggt,https://github.com/pierreggt,1,2,2,222,222,220,220,snapshot_2026_09_05.json,snapshot_2026_09_02.json
104,tathandev/tathancasino,TathanCasino,TathanDev,TathanDev,https://github.com/TathanDev,1,2,2,212,212,210,210,snapshot_2026_09_05.json,snapshot_2026_09_02.json
105,pierreggt/subway-builder-nice,subway-builder-nice,pierreggt,pierreggt,https://github.com/pierreggt,1,2,2,202,202,200,200,snapshot_2026_09_05.json,snapshot_2026_09_02.json
106,jaytotheay/subwaybuilder-map,subwaybuilder-map,JayToTheAy,JayToTheAy,https://github.com/JayToTheAy,1,2,2,143,143,141,141,snapshot_2026_09_05.json,snapshot_2026_09_02.json
107,pierreggt/subway-builder-antalya,subway-builder-antalya,pierreggt,pierreggt,https://github.com/pierreggt,1,2,2,88,88,86,86,snapshot_2026_09_05.json,snapshot_2026_09_02.json
108,kronifer/sb-glasgow-edinburgh-map,sb-glasgow-edinburgh-map,Kronifer,Kronifer,https://github.com/Kronifer,1,1,1,1035,1035,1034,1034,snapshot_2026_09_05.json,snapshot_2026_09_02.json
109,kaicardenas0618/subway-builder-sfl,subway-builder-sfl,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,1,440,440,439,439,snapshot_2026_09_05.json,snapshot_2026_09_02.json
110,metatablestudios/subwaybuilder-romania,subwaybuilder-romania,metatablestudios,metatablestudios,https://github.com/metatablestudios,1,1,1,313,313,312,312,snapshot_2026_09_05.json,snapshot_2026_09_02.json
111,crumpetime/sb-maps-orf,sb-maps-orf,crumpetime,muffintime,https://github.com/crumpetime,1,1,1,312,312,311,311,snapshot_2026_09_05.json,snapshot_2026_09_02.json
112,nzh0172/sb-hideandseek,sb-hideandseek,nzh0172,naz,https://github.com/nzh0172,1,1,1,132,132,131,131,snapshot_2026_09_05.json,snapshot_2026_09_02.json
113,stefanorigano/advanced_analytics,advanced_analytics,stefanorigano,Steno,https://github.com/stefanorigano,1,0,0,14278,14278,14278,14278,snapshot_2026_09_05.json,snapshot_2026_09_02.json
114,danield1909/dantrains,danTrains,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,0,0,2433,2433,2433,2433,snapshot_2026_09_05.json,snapshot_2026_09_02.json
115,imb11/move-it,move-it,IMB11,IMB11,https://github.com/IMB11,1,0,0,1255,1255,1255,1255,snapshot_2026_09_05.json,snapshot_2026_09_02.json
116,kaicardenas0618/subway-builder-peru,subway-builder-peru,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,9,0,0,795,795,795,795,snapshot_2026_09_05.json,snapshot_2026_09_02.json
117,kronifer/sb-dublin-map,sb-dublin-map,Kronifer,Kronifer,https://github.com/Kronifer,1,0,0,610,610,610,610,snapshot_2026_09_05.json,snapshot_2026_09_02.json
118,nzh0172/sb-bangkok,sb-bangkok,nzh0172,naz,https://github.com/nzh0172,1,0,0,381,381,381,381,snapshot_2026_09_05.json,snapshot_2026_09_02.json
119,lechicken-nyc/greater-new-york,greater-new-york,chasemanning040911-afk,lechicken,https://github.com/chasemanning040911-afk,1,0,0,379,379,379,379,snapshot_2026_09_05.json,snapshot_2026_09_02.json
120,rslurry/subwaybuilder-pauseonstart,subwaybuilder-pauseOnStart,rslurry,slurry,https://github.com/rslurry,1,0,0,224,224,224,224,snapshot_2026_09_05.json,snapshot_2026_09_02.json
121,seanyushoumori/copy-paste,copy-paste,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,1,0,0,198,198,198,198,snapshot_2026_09_05.json,snapshot_2026_09_02.json
122,kronifer/sb-waterloo-map,sb-waterloo-map,Kronifer,Kronifer,https://github.com/Kronifer,1,0,0,188,188,188,188,snapshot_2026_09_05.json,snapshot_2026_09_02.json
123,pswbsf/pyongyang-nk,pyongyang-nk,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,0,0,156,156,156,156,snapshot_2026_09_05.json,snapshot_2026_09_02.json
124,pierreggt/subway-builder-montpellier,subway-builder-montpellier,pierreggt,pierreggt,https://github.com/pierreggt,1,0,0,111,111,111,111,snapshot_2026_09_05.json,snapshot_2026_09_02.json
125,imb11/subwaycine,SubwayCine,IMB11,IMB11,https://github.com/IMB11,1,0,0,33,33,33,33,snapshot_2026_09_05.json,snapshot_2026_09_02.json
126,matematysek/prospector,Prospector,matematysek,matematysek,https://github.com/matematysek,1,0,0,23,23,23,23,snapshot_2026_09_05.json,snapshot_2026_09_02.json
127,subway-builder-modded/registry,registry,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,2,0,0,0,0,0,0,snapshot_2026_09_05.json,snapshot_2026_09_02.json
